City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
696,Humaita,BR,-7.5061,-63.0208,79.54,90,100,2.46,overcast clouds
697,Asfi,MA,32.2994,-9.2372,59.14,81,5,12.12,clear sky
698,Beaufort,MY,5.3473,115.7455,73.78,94,100,2.53,overcast clouds
699,Abu Samrah,SY,35.3029,37.1841,50.67,59,0,5.93,clear sky
700,Vredendal,ZA,-31.6683,18.5012,75.38,55,3,8.93,clear sky
701,Kisangani,CD,0.5167,25.2,75.45,53,93,3.6,overcast clouds
702,Mezhdurechensk,RU,53.6942,88.0603,13.15,95,100,3.06,overcast clouds
703,Hays,US,30.0502,-98.0336,64.81,27,0,5.82,clear sky
704,Nalut,LY,30.3333,10.85,56.73,25,43,11.23,scattered clouds
705,Pa Sang,TH,18.5262,98.9394,71.37,30,11,1.61,few clouds
706,Port Hardy,CA,50.6996,-127.4199,46.76,66,100,7.72,overcast clouds
707,Gamba,GA,-2.65,10.0,77.68,86,95,4.12,light rain
708,Changli,CN,39.7042,119.1506,20.16,90,98,3.0,overcast clouds
709,Beloha,MG,-25.1667,45.05,75.83,87,29,14.72,scattered clouds
710,Griesheim,DE,49.8628,8.5753,46.94,81,0,1.14,clear sky
711,Sassandra,CI,4.95,-6.0833,78.69,84,62,4.56,broken clouds
712,Kumano,JP,34.3442,132.5894,41.94,84,100,7.52,overcast clouds
713,Plettenberg Bay,ZA,-34.0527,23.3716,67.26,85,29,3.58,scattered clouds
714,Superior,US,46.7208,-92.1041,13.44,41,0,10.36,clear sky
